'a'bi'ke'tang 阿比可糖
'ying'guang'dan'bai 荧光蛋白
'ying'guang'fa'she 荧光发射
'ying'guang'fen'guang'guang'du'ji 荧光分光光度计
'ying'guang'fen'guang'ji 荧光分光计
'ying'guang'fen'xi 荧光分析
'ying'guang'fen'xi'yong 荧光分析用
'ying'guang'fen'zi'ping'jun'shou'ming 荧光分子平均寿命
'ying'guang'ge'xiang'yi'xing 荧光各向异性
'ying'guang'guang'pu 荧光光谱
'ying'guang'huang'su 荧光黄素
'ying'guang'ji 荧光计
'ying'guang'ji'fa 荧光激发
'ying'guang'ji'huo'xi'bao'fen'lei'qi 荧光激活细胞分类器
'ying'guang'ji'tuan 荧光基团
'ying'guang'kang'ti 荧光抗体
'ying'guang'kang'ti'ji'shu 荧光抗体技术
'ying'guang'liang'zi'chan'lv 荧光量子产率
'ying'guang'mian'yi'ce'ding 荧光免疫测定
'ying'guang'pian'zhen 荧光偏振
'ying'guang'ran'liao 荧光染料
'ying'guang'ran'liao 荧光燃料
'ying'guang'se'su 荧光色素
'ying'guang'shou'ming 荧光寿命
'ying'guang'shuai'tui'shi'jian 荧光衰退时间
'ying'guang'su 荧光素
'ying'guang'su 萤光素
'ying'guang'su'biao'ji'kang'ti 荧光素标记抗体
'ying'guang'su'jie'he'de'kang'ti 荧光素结合的抗体
'ying'guang'su'mei 荧光素酶
'ying'guang'su'mei 萤光素酶
'ying'guang'su'ru'lv'nong'gan'jun 荧光素如绿脓杆菌
'ying'guang'su'ying'guang'huang 荧光素荧光黄
'ying'guang'tan'zhen 荧光探针
'ying'guang'xian'wei'jing 荧光显微镜
'ying'guang'xian'wei'shu 荧光显微术
'ying'guang'xiao'pian'zhen 荧光消偏振
'ying'guang'xiao'ti 荧光小体
'ying'guang'yuan'wei'za'jiao 荧光原位杂交
'ying'guang'zeng'qiang 荧光增强
'ying'guang'zhao'xiang 荧光照相
'ying'guang'zhao'xiang'qi 荧光照相器
'ying'guang'zi'xian'ying 荧光自显影
'ying'guang'zi'xian'ying'shu 荧光自显影术
'ying'guang'zi'xian'ying'tu 荧光自显影图
'ying'guo 颖果
'ying'guo'pi 硬果皮
'ying'han'chang'yong'sheng'wu'xue'ci'hui 英汉常用生物学词汇
'ying'hong'ban 硬红斑
'ying'hua'fa 硬化法
'ying'hua'ji'bu 硬化基部
'ying'hua'ji'zhu'ru'liao'fa 硬化剂注入疗法
'ying'hua'jing'xing 硬化茎性
'ying'hua'liao'fa 硬化疗法
'ying'hua'ti 硬化体
'ying'hua'wei'suo'xing'tai'xian 硬化萎缩性苔藓
'ying'hua'xi'bao 硬化细胞
'ying'hua'xing'dan'guan'yan 硬化性胆管炎
'ying'hua'xing'gu'sui'yan 硬化性骨髓炎
'ying'hua'xing'lin'ba'guan'yan 硬化性淋巴管炎
'ying'hua'xing'nian'ye'shui'zhong 硬化性黏液水肿
'ying'hua'xing'xue'guan'liu 硬化性血管瘤
'ying'hua'xing'zhi'fang'rou'ya'zhong 硬化性脂肪肉芽肿
'ying'hua'yuan 硬化原
'ying'hua'zuo'yong 硬化作用
'ying'ji'fan'ying 应激反应
'ying'ji'ji'su 应激激素
'ying'ji'mo 硬脊膜
'ying'ji'mo'dong'jing'mai'lou 硬脊膜动静脉瘘
'ying'ji'mo'wai'nong'zhong 硬脊膜外脓肿
'ying'ji'mo'wai'xue'zhong 硬脊膜外血肿
'ying'ji'mo'xia'nong'zhong 硬脊膜下脓肿
'ying'ji'mo'xia'xue'zhong 硬脊膜下血肿
'ying'ji'wu 应激物
'ying'ji'xing 应激性
'ying'ji'xing'bu'liang 应激性不良
'ying'ji'xing'kui'yang 应激性溃疡
'ying'ji'xing'tang'niao'bing 应激性糖尿病
'ying'ji'zhuang'tai 应激状态
'ying'ji'zi 应激子
'ying'jie 硬节
'ying'jie 硬结
'ying'kou'qi 蝇口器
'ying'la'mu 应拉木
'ying'lei'you'chong 蝇类幼虫
'ying'li'fu'cheng'tuo'qu 应力副承托区
'ying'li'gu'zhe 应力骨折
'ying'li'huan'chong'qi 应力缓冲器
'ying'li'huan'chong'shi'qiao 应力缓冲式桥
'ying'li'mu 应力木
'ying'li'zhu'cheng'tuo'qu 应力主承托区
'ying'lin'yu 硬鳞鱼
'ying'lin'yu'lei 硬鳞鱼类
'ying'lin'zhi 硬鳞质
'ying'mao'gou'teng'jian 硬毛钩藤碱
'ying'mo 硬膜
'ying'nao 硬脑
'ying'nao'ji'mo 硬脑脊膜
'ying'nao'ji'mo'yan 硬脑脊膜炎
'ying'nao'mo 硬脑膜
'ying'nao'mo'dong'jing'mai'lou 硬脑膜动静脉瘘
'ying'nao'mo'xia'shui'liu 硬脑膜下水瘤
'ying'nao'mo'ya'xia'qi 硬脑膜压下器
'ying'pan 硬磐
'ying'pi'bing 硬皮病
'ying'pi'ma'bo 硬皮马勃
'ying'pi'ma'bo'mu 硬皮马勃目
'ying'pian 颖片
'ying'qu'bing 蝇蛆病
'ying'shui'zong'he'zheng 硬水综合征
'ying'su'an 罂粟胺
'ying'su'hua'jian 罂粟花碱
'ying'su'jian 罂粟碱
'ying'su'ke'jian 罂粟壳碱
'ying'tou'ceng'xi'fa 迎头层析法
'ying'tuo 颖托
'ying'wei'mu 缨尾目
'ying'wei'mu'jia'wei'ke 缨尾目铗尾科
'ying'wu're'deng 鹦鹉热等
'ying'xian'wei'liu 硬纤维瘤
'ying'xiang'pi 硬橡皮
'ying'xiang'zeng'qiang'xian'wei'shu 影象增强显微术
'ying'xun'chun 蝇蕈醇
'ying'xun'jian 蝇蕈碱
'ying'xun'jiang'su 蝇蕈绛素
'ying'ya'mu 应压木
'ying'yang'bao'nang 营养孢囊
'ying'yang'bing 营养病
'ying'yang'bu'liang'xing'gai'hua 营养不良性钙化
'ying'yang'bu'liang'xing'kui'yang 营养不良性溃疡
'ying'yang'bu'liang'xing'wei'suo 营养不良性萎缩
'ying'yang'guan'zhi'qu 营养管制区
'ying'yang'guo'du 营养过度
'ying'yang'he 营养核
'ying'yang'ji 营养极
'ying'yang'ji 营养级
'ying'yang'jia'jie 营养嫁接
'ying'yang'lian'xi'dai 营养联系带
'ying'yang'liao'fa 营养疗法
'ying'yang'pei 营养胚
'ying'yang'pei'yang'ji 营养培养基
'ying'yang'qi 营养期
'ying'yang'qi'guan 营养器官
'ying'yang'qi'shi'jun'ti 营养期噬菌体
'ying'yang'qiong'zhi 营养琼脂
'ying'yang'que'fa 营养缺乏
'ying'yang'que'fa'bing 营养缺乏病
'ying'yang'que'fa'xing'shi'zhen 营养缺乏性湿疹
'ying'yang'que'xian'ti 营养缺陷体
'ying'yang'que'xian'tu'bian'ti 营养缺陷突变体
'ying'yang'que'xian'xing 营养缺陷型
'ying'yang'ran'se'zhi 营养染色质
'ying'yang'rou'tang 营养肉汤
'ying'yang'sheng'wu 营养生物
'ying'yang'shui'ping 营养水平
'ying'yang'ti 营养体
'ying'yang'ti'fan'zhi 营养体繁殖
'ying'yang'ti'shi'qi 营养体时期
'ying'yang'ti'za'jiao 营养体杂交
'ying'yang'tu'bian'ti 营养突变体
'ying'yang'tu'bian'xing 营养突变型
'ying'yang'tu'bian'zhu 营养突变株
'ying'yang'wu 营养物
'ying'yang'wu'zhi 营养物质
'ying'yang'xi'bao 营养细胞
'ying'yang'xing 营养性
'ying'yang'xing'fan'zhi 营养性繁殖
'ying'yang'xing'pin'xue'bing 营养性贫血病
'ying'yang'xing'zeng'zhi 营养性增殖
'ying'yang'xu'qiu 营养需求
'ying'yang'ye 营养叶
'ying'yang'yin'zi 营养因子
'ying'yang'zhang'ai 营养障碍
'ying'yang'zhe 营养者
'ying'yang'zhen'duan 营养诊断
'ying'yang'zhi 营养质
'ying'yang'zhi'chi 营养支持
'ying'yang'zu'zhi 营养组织
'ying'ye 硬叶
'ying'ye'guan'mu'qun'luo 硬叶灌木群落
'ying'ye'lin 硬叶林
'ying'ye'qiao'mu'qun'luo 硬叶乔木群落
'ying'ye'shi 硬叶式
'ying'ye'zhi'wu 硬叶植物
'ying'yin'pei'yang 影印培养
'ying'ying 蝇瘿
'ying'ying'ke'you'chong 瘿蝇科幼虫
'ying'yong'mian'yi'xue 应用免疫学
'ying'you 婴蚴
'ying'you'chong 蝇幼虫
'ying'zhao'dou'jian 鹰爪豆碱
'ying'zhi'quan 硬脂醛
'ying'zhi'que'suan 硬脂炔酸
'ying'zhi'si'xi'suan 硬脂四烯酸
'ying'zhi'xian 硬脂酰
'ying'zhi'xian'fu'mei 硬脂酰辅酶
'ying'zhi'xiao'mai 硬质小麦
'ying'zong'mao 硬鬃毛
'yong'bian 蛹便
'yong'chong'cao'jun'su 蛹虫草菌素
'yong'de'zhi'chi'qi 蛹的支持器
'yong'dong'bao'zi 涌动孢子
'yong'hua 蛹化
'yong'ji 蛹棘
'yong'jiu'chong'tian 永久充填
'yong'jiu'ji'zhu 永久寄主
'yong'jiu'xing'jie'chang'zao'kou'shu 永久性结肠造口术
'yong'jiu'xing'zhong'zhi'ti 永久性种植体
'yong'jiu'za'zhong 永久杂种
'yong'jiu'zu'zhi 永久组织
'yong'ke 蛹壳
'yong'qi 蛹期
'yong'qi 用鳍
'yong'sheng'lei 蛹生类
'yong'shu'zhi'jin'tou 用树脂浸透
'yong'yu'bu'ying'cao 用于捕蝇草
'yong'yu'dan'bai'zhi'de'xi'fen 用于蛋白质的细分
'yong'yu'fu'he'ci'zhong 用于复合词中
'yong'yu'gan'guo 用于柑果
'yong'yu'he'mu'ke 用于禾木科
'yong'yu'hua'fen 用于花粉
'yong'yu'hua'guan 用于花冠
'yong'yu'hua'yao 用于花药
'yong'yu'hua'zhu 用于花柱
'yong'yu'ji'sheng'zhi'wu 用于寄生植物
'yong'yu'ju'ke 用于菊科
'yong'yu'jun'gai 用于菌盖
'yong'yu'kang'sheng'su'ce'ding 用于抗生素测定
'yong'yu'lan'ke 用于兰科
'yong'yu'luo'mo'ke 用于萝藦科
'yong'yu'mu'ma'huang'shu 用于木麻黄属
'yong'yu'san'xing'ke 用于伞形科
'yong'yu'shai'guan 用于筛管
'yong'yu'sheng'zhi'de'wei'fen'hua'xi'bao 用于生殖的未分化细胞
'yong'yu'shui'jiu 用于水韭
'yong'yu'song'bai'lei 用于松柏类
'yong'yu'tai'xian'zhi'wu 用于苔藓植物
'yong'yu'ya 用于芽
'yong'yu'ye 用于叶
'yong'yu'yu'zhuang'fu'ye 用于羽状复叶
'yong'zhong 泳钟
'yong'zhong'ge'yuan 泳钟个员
'yong'zuo'zhi'leng'ji 用作致冷剂
'you'ao'zhi'ya'men 有螯肢亚门
'you'ban 釉板
'you'ban'jie'chang'qie'chu'shu 右半结肠切除术
'you'bao 油胞
'you'bao'shui'ru'hua'zuo'ji 油包水乳化佐剂
'you'bei'chun'bao'qi 有被春孢器
'you'bei'lin'de'tu'qi 有背鳞的突起
'you'bei'xiao'pao 有被小泡
'you'bei'xiao'wo 有被小窝
'you'bei'ye'pao 有被液泡
'you'bi'xi'bao 有壁细胞
'you'bian 诱变
'you'bian'fa'sheng 诱变发生
'you'bian'ji 诱变剂
'you'bian'ji'chu'li 诱变剂处理
'you'bian'ji'te'yi'xing 诱变剂特异性
'you'bian'wei'mei 油变位酶
'you'bian'xing 诱变性
'you'bian'xing'jian'ding 诱变性检定
'you'bian'xing'shi'yan 诱变性试验
'you'bian'yin'su 诱变因素
'you'bian'you'xiao'xing 诱变有效性
'you'bian'zuo'yong 诱变作用
'you'bing'sheng'wu 有柄生物
'you'bing'yin'zi 友病因子
'you'cai'gu'chun 油菜固醇
'you'cai'pi'yan 油彩皮炎
'you'cai'su 油菜素
'you'chi'cheng'chong 有翅成虫
'you'chi'gong'yi 有翅工蚁
'you'chi'kun'chong 有翅昆虫
'you'chi'ya'gang 有翅亚纲
'you'chong'chao 幼虫巢
'you'chong'duo'xing 幼虫多型
'you'chong'mo 幼虫膜
'you'chong'ti'shang 幼虫体上
'you'chu 幼畜
'you'chuang'ya'li'jian'ce 有创压力监测
'you'chun 油醇
'you'ci'mo'chi'kun'chong 有刺膜翅昆虫
'you'cong 釉丛
'you'dai'dong'wu 有袋动物
'you'dai'lei'dong'wu 有袋类动物
'you'dan'he'xi'bao 幼单核细胞
'you'dan'zi 幼担子
'you'dao'cui'mian 诱导催眠
'you'dao'er 诱导二
'you'dao'gen'liu'zhi'li 诱导根瘤质粒
'you'dao'ji 诱导剂
'you'dao'mei 诱导酶
'you'dao'qi 诱导期
'you'dao'qi'he 诱导契合
'you'dao'qi'he'li'lun 诱导契合理论
'you'dao'qi'he'mo'xing 诱导契合模型
'you'dao'qian'qi 诱导前期
'you'dao'shi'jun'ti 诱导噬菌体
'you'dao'wu 诱导物
'you'dao'xing'xin'zang'ting'bo 诱导性心脏停搏
'you'dao'xiu'mian 诱导休眠
'you'dao'yi'zhi'xing 诱导抑制性
'you'di'zhong 油滴中
'you'ding'zhen 右顶枕
'you'dong'bao'nang 游动孢囊
'you'dong'bao'zi 游动孢子
'you'dong'bao'zi'nang 游动孢子囊
'you'dong'bao'zi'nang'geng 游动孢子囊梗
'you'dong'dan'nang 游动胆囊
'you'dong'he'zi 游动合子
'you'dong'ji'yin 游动基因
'you'dong'jie'he'bao'zi 游动接合孢子
'you'dong'jing'zi 游动精子
'you'dong'pei'zi 游动配子
'you'dong'wei'sheng'zi 游动微生子
'you'dong'wu'chuan'bu'de'zhi'wu 由动物传布的植物
'you'dong'xi'bao 游动细胞
'you'dong'xian'xiang 游动现象
'you'dong'xiong'pei'zi 游动雄配子
'you'dong'zhan'bian'xing'ti 游动粘变形体
'you'du'hai'gan'ran 有毒害感染
'you'er'ji'zhen 幼儿急疹
'you'fa'bian'yi 诱发变异
'you'fa'ci'ji 诱发刺激
'you'fa'qi 诱发期
'you'fa'tu'bian 诱发突变
'you'fa'wu 诱发物
'you'fa'yun'dong 诱发运动
'you'fa'zuo'yong 诱发作用
'you'fei'lei 有肺类
'you'fei'men'ying 右肺门影
'you'ge'dan'zi'jun'lei 有隔担子菌类
'you'ge'jun'si'ti 有隔菌丝体
'you'ge'nang'zhuang'ti 有隔囊状体
'you'gen'shu 有根树
'you'hai'ji'sheng'jun 有害寄生菌
'you'hai'ji'yin 有害基因
'you'hao 幼蚝
'you'he'hong'xi'bao 有核红细胞
'you'he'hong'xi'bao'zeng'duo'zheng 有核红细胞增多症
'you'he'lei 有颌类
'you'he'wu'tou'ji'tai 有颌无头畸胎
'you'he'xi'bao 有核细胞
'you'he'xia'xian 右颌下腺
'you'hong'xi'bao 幼红细胞
'you'hua'gui'fan 优化规范
'you'hua'jiao'hua'bu'liang'liu 疣化角化不良瘤
'you'hua'zhi'wu 有花植物
'you'huang'hao'tie'tong 优黄蒿萜酮
'you'huang'luan 有黄卵
'you'ji'chen'dian'ji 有机沉淀剂
'you'ji'gong'zhi'ji 有机汞制剂
'you'ji'jian'jiao'huan'liao 有机碱交换料
'you'ji'lin'sha'chong'ji 有机磷杀虫剂
'you'ji'mao'liu 有棘毛瘤
'you'ji'ning'jiao 有机凝胶
'you'ji'shi'ying 有机适应
'you'ji'suan'dai'xie'bing 有机酸代谢病
'you'ji'suan'niao'zheng 有机酸尿症
'you'ji'suan'xue'zheng 有机酸血症
'you'ji'ti'chu'xian'qian'jin'hua 有机体出现前进化
'you'ji'xing'ji 有极性基
'you'ji'ya'men 有棘亚门
'you'ji'ying'yang'jun 有机营养菌
'you'ji'ying'yang'sheng'wu 有机营养生物
'you'ji'zhi 釉基质
'you'jiang'xi'bao 幼浆细胞
'you'jiao'dan'bai 优角蛋白
'you'jiao'gang 有铰纲
'you'jie 釉结
'you'jie'jie'gou 有节结构
'you'jin'wu'jing 油浸物镜
'you'jing 幼茎
'you'jing'xue 优境学
'you'ju 油菊
'you'ju'he'xi'bao 幼巨核细胞
'you'ju'hong'xi'bao 幼巨红细胞
'you'jun'mao 有菌毛
'you'jun'mian'yi 有菌免疫
'you'jun'su 友菌素
'you'ke'luan 有壳卵
'you'ke'tou'zu'lei 有壳头足类
'you'ke'yi'shi'zhi'zi'de'ji 有可以失质子的基
'you'kong'ban'shan'shi'fan'ying'qi 有孔板栅式反应器
'you'kong'chong 有孔虫
'you'kong'chong'ke 有孔虫壳
'you'kong'ge'mo 有孔隔膜
'you'kong'yin'mu'tuo'pan 有孔印模托盘
'you'li'duan'gu'ding'qiao 游离端固定桥
'you'li'he 游离核
'you'li'ji'pi'ban 游离肌皮瓣
'you'li'ji'yin 游离基因
'you'li'jia 游离颊
'you'li'jian 游离碱
'you'li'pi'ban 游离皮瓣
'you'li'pi'fu'yi'zhi 游离皮肤移植
'you'li'pi'fu'yi'zhi'shu 游离皮肤移植术
'you'li'suan 游离酸
'you'li'ti 游离体
'you'li'xi'jun 游离细菌
'you'li'yi'dao'su 游离胰岛素
'you'li'yin 游离龈
'you'li'yin'gou 游离龈沟
'you'li'yuan 游离缘
'you'li'zhi'fang'suan 游离脂肪酸
'you'li'zu'zhi'yi'zhi'shu 游离组织移植术
'you'li'zu'zhi'yi'zhi'wu 游离组织移植物
'you'lin'ba'xi'bao 幼淋巴细胞
'you'ling'dan'bai 幽灵蛋白
'you'ling'mu'chang 幽灵牧场
'you'ling'shu 幼龄树
'you'liu'kuai 有瘤块
'you'liu'zhuang 疣瘤状
'you'lun 疣轮
'you'mei'su 优霉素
'you'mei'su 友霉素
'you'men 幽门
'you'men'ban 幽门瓣
'you'men'bi'suo 幽门闭锁
'you'men'dou 幽门窦
'you'men'geng'zu 幽门梗阻
'you'men'guan'kui'yang 幽门管溃疡
'you'men'ji'qie'kai'shu 幽门肌切开术
'you'men'mang'nang 幽门盲囊
'you'men'pu 幽门蹼
'you'men'qian'ban'mo 幽门前瓣膜
'you'men'shi 幽门室
'you'men'xia'chui 幽门下垂
'you'men'xia'zhai 幽门狭窄
'you'mian'heng'wen 釉面横纹
'you'nao'shan 有脑疝
'you'nian'huang'se'rou'ya'zhong 幼年黄色肉芽肿
'you'nian'xian'wei'xian'liu 幼年纤维腺瘤
'you'nian'zhi'chang'xi'rou 幼年直肠息肉
'you'niao'yu 幼鸟羽
'you'nie'ding'gu 右颞顶骨
'you'nie'zhen 右颞枕
'you'pei'luo'li 尤佩罗利
'you'pei'ru'zhong'zi 有胚乳种子
'you'pei'zhi'wu 有胚植物
'you'pi'gan'mei 柚皮苷酶
'you'piao'zhuang'pi'pian 邮票状皮片
'you'qi 釉器
'you'qi'pi'yan 油漆皮炎
'you'qi'sheng'zhi 幼期生殖
'you'qi'xing'cheng'shu 幼期性成熟
'you'qiang'yuan'chang'pei 有腔原肠胚
'you'qin'sheng'zhi 有亲生殖
'you'qiu'dan'bai 优球蛋白
'you'quan'tuo'qing'mei 油醛脱氢酶
'you'rong'jiao 油溶胶
'you'rong'xue'zuo'yong 有溶血作用
'you'ru'hua'zuo'ji 油乳化佐剂
'you'ruo'qi 幼若期
'you'san'ge'zi'zu'cheng'de'ming'cheng 由三个字组成的名称
'you'se'jun'shu 有色菌属
'you'shang'pi 釉上皮
'you'sheng'xue 优生学
'you'sheng'zhi'li 有生殖力
'you'shi'deng'ji 优势等级
'you'shi'dui'shu'ji'fen 优势对数计分
'you'shi'fang'hua 右室房化
'you'shi'kang'yuan 优势抗原
'you'shi'nian'ling'zu 优势年龄组
'you'shi'yi'chang'ji'shu 右室异常肌束
'you'shi'zhi'wu 优势植物
'you'shi'zhi'yi'bei 有时指贻贝
'you'shi'zhong 优势种
'you'shi'zhong'bi'lv 优势种比率
'you'shou'luo'xuan 右手螺旋
'you'si'fen 有丝分
'you'si'fen'lie 有丝分裂
'you'si'fen'lie'bao'zi 有丝分裂孢子
'you'si'fen'lie'bu'fen'li 有丝分裂不分离
'you'si'fen'lie'fa'sheng 有丝分裂发生
'you'si'fen'lie'hu'huan 有丝分裂互换
'you'si'fen'lie'qi 有丝分裂器
'you'si'fen'lie'qi 有丝分裂期
'you'si'fen'lie'yin'zi 有丝分裂因子
'you'si'fen'lie'zhi'shu 有丝分裂指数
'you'si'fen'lie'zhong'duan 有丝分裂中断
'you'si'fen'lie'zhong'xin 有丝分裂中心
'you'si'fen'lie'zhou'qi 有丝分裂周期
'you'suan 油酸
'you'suan'gan'you'zhi 油酸甘油脂
'you'suan'shui'hua'mei 油酸水化酶
'you'suan'yan 油酸盐
'you'suan'zhi'mei 油酸脂酶
'you'sui 釉髓
'you'sui 幼穗
'you'sui'shen'jing'xian'wei 有髓神经纤维
'you'sun 游隼
'you'suo 釉梭
'you'suo 釉索
'you'tai'cheng'shu 幼态成熟
'you'tai'chi'xu 幼态持续
'you'tai'pan'lei 有胎盘类
'you'tai'xing'shu 幼态性熟
'you'tai'yan'xu 幼态延续
'you'ti'dan'xing'sheng'zhi 幼体单性生殖
'you'ti'dong'wu 有蹄动物
'you'ti'fa'yu 幼体发育
'you'ti'gu'ci'sheng'zhi 幼体孤雌生殖
'you'ti'gu'po 幼体孤粕
'you'ti'lei'de'zhong'jian'zhang'gu'huo'zhi'gu 有蹄类的中间掌骨或跖骨
'you'ti'liang'xing'sheng'zhi 幼体两性生殖
'you'ti'pei'he 幼体配合
'you'ti'sheng'zhi 幼体生殖
'you'tong'suan 油桐酸
'you'tou'jie 幼头节
'you'tou'lei 有头类
'you'wei'xin 右位心
'you'xi'liao'fa 游戏疗法
'you'xian 油酰
'you'xian'chong'yin'qi 由线虫引起
'you'xian'dan'bai'mei'jie 有限蛋白酶解
'you'xian'hua'xu 有限花序
'you'xian'ji 油酰基
'you'xian'ran'se'ti 有限染色体
'you'xian'xi'shi 有限稀释
'you'xian'xi'shi'ji'shu 有限稀释技术
'you'xian'yi'chuan 优先遗传
'you'xiang'hao'tie'tong 优项蒿萜酮
'you'xiao'ban'pai'chu'qi 有效半排出期
'you'xiao'ban'shuai'qi 有效半衰期
'you'xiao'biao'mian 有效表面
'you'xiao'cheng'fen 有效成分
'you'xiao'gu'ji'liang 有效估计量
'you'xiao'ji'liang 有效剂量
'you'xiao'kuo'san'xi'shu 有效扩散系数
'you'xiao'pi 釉小皮
'you'xiao'qun'ti'da'xiao 有效群体大小
'you'xiao'sheng'wu'xue'ji'liang 有效生物学剂量
'you'xiao'shui'liang 有效水量
'you'xiao'tong'ji'liang 有效统计量
'you'xin'dian'tu 右心电图
'you'xin'fang 右心房
'you'xin'shi'shuang'chu'kou 右心室双出口
'you'xin'zhuan'liu'shu 右心转流术
'you'xing'fan'zhi 有性繁殖
'you'xing'fu'da'bao'zi 有性复大孢子
'you'xing'sheng'zhi 有性生殖
'you'xing'shi'dai 有性世代
'you'xing'wu'pei'zi'sheng'zhi 有性无配子生殖
'you'xing'wu'xing'sheng'zhi'ge'ti 有性无性生殖个体
'you'xing'xing 有性型
'you'xing'you'si'fen'lie 有星有丝分裂
'you'xing'yuan'jian 有形元件
'you'xing'za'jiao 有性杂交
'you'xing'za'zhong 有性杂种
'you'xing'zhi 优性质
'you'xiong'ji'su 诱雄激素
'you'xiong'kuo'nei'dong'mai 右胸廓内动脉
'you'xu'duo'bai'he 有许多百合
'you'xu'ji'zhi 有序机制
'you'xu'jie'gou 有序结构
'you'xuan'fu'an'suan'er'jia'nei'yan 右旋脯氨酸二甲内盐
'you'xuan'hua'zhu'shi 右旋花柱式
'you'xuan'ji'chun'jia'mi 右旋肌醇甲醚
'you'xuan'shui'su'jian 右旋水苏碱
'you'xuan'tang 右旋糖
'you'xuan'tang'gan 右旋糖酐
'you'xuan'tang'mei 右旋糖酶
'you'xuan'tong'jian'du'jian 右旋筒箭毒碱
'you'xuan'yi'gou'ti 右旋异构体
'you'ya'bao'xi'jun 有芽孢细菌
'you'yang'dai'xie 有氧代谢
'you'yang'jiao'jie 有氧酵解
'you'yang'tang'jiao'jie 有氧糖酵解
'you'ye 幼叶
'you'ye'juan'die'shi 幼叶卷叠式
'you'yi'bei'ran'se'ti'de'sheng'wu 有异倍染色体的生物
'you'yi'lao'tong'xian'xiang 幼异老同现象
'you'yi'lian 有义链
'you'yi'mi'ma'zi 有义密码子
'you'yi'tu'bian 有义突变
'you'yi'xing 诱蚁性
'you'yi'yi'gu 有意义股
'you'yi'yi'lian 有意义链
'you'yi'yi'mi'ma'zi 有意义密码子
'you'yin'rou'liu 尤因肉瘤
'you'yong'chi'rou'ya'zhong 游泳池肉芽肿
'you'yong'lou'dou 游泳漏斗
'you'yong'pan 游泳盘
'you'yong'zhi 游泳肢
'you'yong'zhi 游泳巵
'you'yong'zu 游泳足
'you'you'ji'ti'nei'pai'chu'fang'she'xing'tong'wei'su 由有机体内排出放射性同位素
'you'you'ni'de'shui'zu'xiang 有游泥的水族箱
'you'zhao'gang 有爪纲
'you'zhen'ke 有疹壳
'you'zhi'bai'e'ban 釉质白垩斑
'you'zhi'cheng'xing'shu 釉质成形术
'you'zhi'dan'bai 油质蛋白
'you'zhi'fa'sheng 釉质发生
'you'zhi'fa'yu'bu'quan 釉质发育不全
'you'zhi'gai'hua'bu'quan 釉质钙化不全
'you'zhi'sheng'zhang'xian 釉质生长线
'you'zhi'tan 尤指碳
'you'zhi'ti 油质体
'you'zhi'wen'fa'de'dao 由指纹法得到
'you'zhi'xi'bao 釉质细胞
'you'zhi'xiao'nao'yan'sui'chi 尤指小脑延髓池
'you'zhi'xin'ban'yan 尤指心瓣炎
'you'zhi'xue'guan'qiu 尤指血管球
'you'zhi'ya'ben'zhi'jie 釉质牙本质界
'you'zhi'ya'gu'zhi'jie 釉质牙骨质界
'you'zhong 油肿
'you'zhong'fan'zhi 优种繁殖
'you'zhu 釉柱
'you'zhu'qiao 釉柱鞘
'you'zhuang'ai 疣状癌
'you'zhuang'bai'ban 疣状白斑
'you'zhuang'biao'pi'fa'yu'bu'liang 疣状表皮发育不良
'you'zhuang'huang'liu 疣状黄瘤
'you'zhuang'mao'xuan'jun 疣状毛癣菌
'you'zhuang'pi'fu'jie'he 疣状皮肤结核
'you'zhuang'ping'mei 疣状瓶霉
'you'zhuang'xue'guan'liu 疣状血管瘤
'you'zhuang'yin'xie'bing 疣状银屑病
'you'zhuang'zeng'sheng 疣状增生
'you'zhuang'zhi 疣状痣
'you'zhuang'zhi'duan'jiao'hua'bing 疣状肢端角化病
'you'zi'nang'zi'shi 有子囊子实
'you'zou'shen 游走肾
'you'zou'shen'wei'xiang 游走肾危象
'you'zou'xi'bao 游走细胞
'you'zou'xing'she'yan 游走性舌炎
'you'zu 疣足
'you'zu'you'chong 疣足幼虫
'yu'bai'jian 玉柏碱
'yu'ban 淤斑
'yu'bao'wen 预保温
'yu'ben'suan 预苯酸
'yu'bi'qun'xi 郁闭群系
'yu'bian'cheng'xu 预编程序
'yu'chen'jiang'wu 雨沉降物
'yu'cheng 预成
'yu'cheng'kang'ti 预成抗体
'yu'chong'bu'zhou 预充步骤
'yu'chong'ye 预充液
'yu'chu'qi 育雏期
'yu'chuang'mu'ji 愈创木基
'yu'chuang'mu'zhi 愈创木脂
'yu'chuang'mu'zhi'suan 愈创木脂酸
'yu'chuang'pu'ju'tang 愈创葡聚糖
'yu'chuang'tie'chun 愈创萜醇
'yu'ci'jian 萸次碱
'yu'cun'kang'ti 预存抗体
'yu'de'qi 鱼的鳍
'yu'ding'bian'yi 预定变异
'yu'ding'yi'yi 预定意义
'yu'du'su 鱼毒素
'yu'duo'xing'he'bai'xi'bao'de'he'lian'jie 与多形核白细胞的核连接
'yu'er'dai 育儿袋
'yu'fang'ji 预防剂
'yu'fang'kou'qiang'yi'xue 预防口腔医学
'yu'fang'kou'qiang'zheng'ji'xue 预防口腔正畸学
'yu'fang'xing'kang'fu 预防性康复
'yu'fang'xing'kuo'zhan 预防性扩展
'yu'fang'xing'mian'yi 预防性免疫
'yu'fang'xue'qing 预防血清
'yu'fang'yong'jun'miao 预防用菌苗
